dev_num,dev_id_token,cachesize_limit,TransA,TransB,alpha,beta,M,N,K,Asloc,Bsloc,Csloc,CsOutloc,flops,bytes,loc_str,imp,plot_order,T,timer,pred_t,pred_J,perf,energy,EDP,PDP,Performance (Tflops)
1,1,-1, N,N,1.2345,1.1154,32768,32768,32768,4,2,7,7,70370891661312,25769803776,835,cuBLASXt,0,-1.0,4.0128918,0.0,0.0,17536.212593416294,1605.1567200000002,768797.2304173962,43.84053148354073,17.1252076107581
1,1,-1, N,N,1.2345,1.1154,32768,32768,32768,4,2,7,7,70370891661312,25769803776,835,qeta-mineta-auto-reptile-fastev,3,2048.0,4.0139468,0.0,0.0,17531.595520112547,1605.57872,768392.104526883,43.828988800281365,17.12069875010991
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,-1,-1,10002000000,88000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.005560365572727273,0.0,0.0,1799.1500637040676,4.448292458181818,4046.9527365800705,2.2489375796300846,1.7569824840860035
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,-1,8,10002000000,88000000,0,XKBLAS,1,1600.0,0.02767601418181818,0.0,0.0,362.5970071185147,22.140811345454544,164.80389368053972,0.45324625889814335,0.3540986397641745
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,-1,9,10002000000,88000000,0,cuBLASXt,0,-1.0,0.024324185181818184,0.0,0.0,411.39555262529507,19.459348145454545,211.66130122980212,0.5142444407816188,0.4017534693606397
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,-1,9,10002000000,88000000,0,qeta-mineta-auto-reptile-fastev,3,500.0,0.0027264464818181817,0.0,0.0,3668.836014617727,2.1811571854545453,16826.92929723404,4.586045018272158,3.582847670525124
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,0,0,10002000000,88000000,100,XKBLAS,1,1600.0,0.027158711545454545,0.0,0.0,369.79663827191916,21.726969236363637,171.53716422780752,0.4622457978398989,0.36112952956242106
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,0,0,10002000000,88000000,100,cuBLASXt,0,-1.0,0.058229529999999995,0.0,0.0,172.12465247327282,46.583624,37.11379716675806,0.215155815591591,0.16809048093093049
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,0,0,10002000000,88000000,100,qeta-mineta-auto-reptile-fastev,3,500.0,0.00244153745,0.0,0.0,4097.693554005889,1.9532299600000003,20994.473291004946,5.122116942507361,4.001653861333876
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,-1,-1,0,0,10002000000,88000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.0048685485818181825,0.0,0.0,2057.7423137359037,3.8948388654545454,5301.457050677805,2.57217789216988,2.0095139782577185
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,0,0,0,0,10002000000,88000000,111,XKBLAS,1,1600.0,0.022755865636363636,0.0,0.0,440.55423482795,18.20469250909091,243.1813009578515,0.5506927935349375,0.4302287449491699
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,0,0,0,0,10002000000,88000000,111,cuBLASXt,0,-1.0,0.034811781,0.0,0.0,290.002764102086,27.8494248,106.13612335304772,0.36250345512760757,0.2832058243184434
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,0,0,0,0,10002000000,88000000,111,qeta-mineta-auto-reptile-fastev,3,500.0,0.00090367794,0.0,0.0,11074.783325229091,0.722942352,153402.76333450532,13.843479156536365,10.815218091044034
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,-1,-1,10002000000,88000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.0026099573454545456,0.0,0.0,3837.8711023757833,2.0879658763636364,18437.37972604296,4.797338877969729,3.747920998413851
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,-1,8,10002000000,88000000,35,XKBLAS,1,1600.0,0.026446448636363636,0.0,0.0,379.74899248809015,21.15715890909091,180.89230956954694,0.4746862406101127,0.37084862547665054
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,-1,9,10002000000,88000000,35,cuBLASXt,0,-1.0,0.039632606,0.0,0.0,253.5079163474482,31.706084800000003,80.68565735718484,0.31688489543431025,0.24756632455805488
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,-1,9,10002000000,88000000,35,qeta-mineta-auto-reptile-fastev,3,500.0,0.00127007975,0.0,0.0,7884.224666783793,1.0160638,77789.98915265081,9.855280833479743,7.6994381511560475
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,7,7,10002000000,88000000,835,XKBLAS,1,1600.0,0.02704545790909091,0.0,0.0,372.0597250582784,21.63636632727273,173.94801917426634,0.465074656322848,0.363339575252225
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,7,7,10002000000,88000000,835,cuBLASXt,0,-1.0,0.040173674000000006,0.0,0.0,250.84011453364784,32.138939199999996,79.24742649207398,0.31355014316705976,0.24496104934926546
2,101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,7,7,10002000000,88000000,835,qeta-mineta-auto-reptile-fastev,3,500.0,0.0009648084600000001,0.0,0.0,10367.314725662767,0.771846768,134357.85398878032,12.95914340707846,10.124330786780046
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,-1,20002000000,168000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.01319952809090909,0.0,0.0,1516.121249688382,10.559622472727272,2874.7462946782016,1.8951515621104777,1.4805871578988106
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,8,20002000000,168000000,0,XKBLAS,1,1600.0,0.04308925327272727,0.0,0.0,464.7173856051633,34.47140261818182,270.27030165950566,0.5808967320064542,0.4538255718800423
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,9,20002000000,168000000,0,cuBLASXt,0,-1.0,0.044333197727272726,0.0,0.0,451.1992255027759,35.46655818181818,254.49002587174206,0.5639990318784699,0.4406242436550546
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,9,20002000000,168000000,0,qeta-mineta-auto-reptile-fastev,3,500.0,0.0069959423727272724,0.0,0.0,2859.3996088123718,5.596753898181818,10221.32252003566,3.574249511015464,2.792382430480832
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,XKBLAS,1,1600.0,0.041649187818181825,0.0,0.0,481.5154087059616,33.319350254545455,290.639382139287,0.601894260882452,0.4702298913144156
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,cuBLASXt,0,-1.0,0.076996852,0.0,0.0,265.9313457413233,61.5974816,90.41410281152801,0.3324141821766541,0.25969857982551103
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,qeta-mineta-auto-reptile-fastev,3,500.0,0.006641364049999999,0.0,0.0,3012.089428227834,5.31309124,11342.20392647845,3.7651117852847924,2.9414935822537442
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.012282438545454546,0.0,0.0,1630.9642264670201,9.825950836363635,3330.0860755189747,2.0387052830837753,1.5927385024091993
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,0,0,0,0,20002000000,168000000,111,XKBLAS,1,1600.0,0.024904327454545457,0.0,0.0,809.0970769023166,19.923461963636363,824.1529041657982,1.011371346127896,0.7901338641624186
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,0,0,0,0,20002000000,168000000,111,cuBLASXt,0,-1.0,0.039867663,0.0,0.0,502.12244127031363,31.8941304,315.4116485354395,0.6276530515878921,0.49035394655304065
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,0,0,0,0,20002000000,168000000,111,qeta-mineta-auto-reptile-fastev,3,500.0,0.0014936924,0.0,0.0,13391.315707476107,1.1949539200000001,224164.83216785715,16.739144634345138,13.077456745582136
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,-1,20002000000,168000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.004620467518181818,0.0,0.0,4379.74221494093,3.6963740145454547,24177.75888641727,5.4746777686761625,4.277092006778252
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,8,20002000000,168000000,35,XKBLAS,1,1600.0,0.03819715363636364,0.0,0.0,526.7799189269493,30.557722909090906,349.13581250590795,0.6584748986586867,0.514433514577099
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,9,20002000000,168000000,35,cuBLASXt,0,-1.0,0.048561394,0.0,0.0,414.5523562191991,38.8491152,216.2302884678755,0.5181904452739989,0.40483628537031163
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,9,20002000000,168000000,35,qeta-mineta-auto-reptile-fastev,3,500.0,0.0020457983,0.0,0.0,9779.037315529695,1.63663864,119559.76083425044,12.223796644412117,9.549841128446968
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,7,7,20002000000,168000000,835,XKBLAS,1,1600.0,0.03805769327272727,0.0,0.0,529.1230910239087,30.44615461818182,352.556737485617,0.6614038637798859,0.5167217685780359
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,7,7,20002000000,168000000,835,cuBLASXt,0,-1.0,0.048539304,0.0,0.0,413.5291022331518,38.8314432,214.48436443935634,0.5169113777914397,0.4038370138995623
2,101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,7,7,20002000000,168000000,835,qeta-mineta-auto-reptile-fastev,3,500.0,0.0016680239,0.0,0.0,11992.831675267062,1.3344191200000002,179806.00642169715,14.991039594083825,11.71174968287799
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,-1,270018000000,792000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.035538632636363636,0.0,0.0,7601.211750258939,28.43090610909091,72254.69856383576,9.501514687823674,7.423058349862245
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,8,270018000000,792000000,0,XKBLAS,1,1600.0,0.06508014809090909,0.0,0.0,4150.73738916793,52.06411847272727,21544.17078667053,5.188421736459913,4.0534544816093065
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,9,270018000000,792000000,0,cuBLASXt,0,-1.0,0.11420141818181818,0.0,0.0,2364.4433225430075,91.36113454545455,6988.363928693237,2.9555541531787592,2.309026682170906
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,9,270018000000,792000000,0,qeta-mineta-auto-reptile-fastev,3,1500.0,0.024066186,0.0,0.0,11220.082951335959,19.252948800000002,157366.66349531861,14.02510368916995,10.957112257164022
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,XKBLAS,1,1600.0,0.06311621509090909,0.0,0.0,4279.406210336629,50.49297207272728,22897.834347472715,5.349257762920786,4.179107627281864
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,cuBLASXt,0,-1.0,0.256958085,0.0,0.0,1064.7815698688248,205.566468,1439.7882984047649,1.3309769623360308,1.0398257518250242
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0217650785,0.0,0.0,12406.266013349445,17.4120628,192398.08534132922,15.507832516686804,12.115494153661567
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.032366022,0.0,0.0,8343.944382773567,25.8928176,87040.22196086112,10.429930478466959,8.148383186302311
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,0,0,0,0,270018000000,792000000,111,XKBLAS,1,1600.0,0.03585957609090909,0.0,0.0,7641.12507944287,28.68766087272727,73999.8916945208,9.551406349303587,7.4620362103934275
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,0,0,0,0,270018000000,792000000,111,cuBLASXt,0,-1.0,0.087383032,0.0,0.0,3097.9650167302893,69.9064256,12027.714318149983,3.872456270912862,3.025356461650673
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,0,0,0,0,270018000000,792000000,111,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0090050221,0.0,0.0,29985.296539760875,7.20401768,1123898.5857882306,37.48162067470109,29.28251615211023
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,-1,270018000000,792000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.013436326090909091,0.0,0.0,20105.36398982816,10.749060872727274,505510.18929310155,25.131704987285204,19.634144521316564
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,8,270018000000,792000000,35,XKBLAS,1,1600.0,0.05556094236363636,0.0,0.0,4863.907009512837,44.44875389090909,29596.05307971927,6.079883761891047,4.74990918897738
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,9,270018000000,792000000,35,cuBLASXt,0,-1.0,0.106391341,0.0,0.0,2543.09269652092,85.1130728,8100.499589639515,3.17886587065115,2.483488961446211
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,9,270018000000,792000000,35,qeta-mineta-auto-reptile-fastev,3,750.0,0.0109974625,0.0,0.0,24552.956368134262,8.79797,753565.7604039027,30.691195460167826,23.977496453256116
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,7,7,270018000000,792000000,835,XKBLAS,1,1600.0,0.056894484,0.0,0.0,4751.666477801997,45.515587200000006,28257.52400633131,5.939583097252496,4.640299294728512
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,7,7,270018000000,792000000,835,cuBLASXt,0,-1.0,0.10529308100000001,0.0,0.0,2570.5714368785493,84.2344648,8279.625737055347,3.2132142960981858,2.5103236688267083
2,101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,7,7,270018000000,792000000,835,qeta-mineta-auto-reptile-fastev,3,750.0,0.010251020999999999,0.0,0.0,26340.689667122566,8.2008168,867293.0042449788,32.925862083903205,25.72332975304938
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,-1,540018000000,1512000000,0,taco-paralia-1.5-fixed-streams,2,1500.0,0.04979053863636364,0.0,0.0,10846.475091870625,39.83243090909091,147066.77050646,13.55809386483828,10.592260831904907
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,8,540018000000,1512000000,0,XKBLAS,1,1600.0,0.11196823727272727,0.0,0.0,4829.94078899708,89.5745898181818,29203.08978018317,6.03742598624635,4.716739051754961
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,9,540018000000,1512000000,0,cuBLASXt,0,-1.0,0.21237962363636365,0.0,0.0,2542.8585690949653,169.9036989090909,8083.1455814935525,3.178573211368706,2.483260321381802
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,9,540018000000,1512000000,0,qeta-mineta-auto-reptile-fastev,3,1500.0,0.04534218345454545,0.0,0.0,11909.96809982313,36.27374676363637,177311.1330560671,14.887460124778915,11.630828222483526
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,XKBLAS,1,1600.0,0.11232834818181818,0.0,0.0,4811.084713774052,89.86267854545454,28955.9184610407,6.013855892217564,4.698324915794973
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,cuBLASXt,0,-1.0,0.39433403,0.0,0.0,1377.5443755196677,315.467224,2388.931277569486,1.7219304693995845,1.3452581792184255
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0435141675,0.0,0.0,12410.190702907516,34.811334,192516.43986937404,15.512738378634392,12.11932685830812
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,taco-paralia-1.5-fixed-streams,2,1500.0,0.046687884636363634,0.0,0.0,11567.931316648517,37.350307709090906,167290.96683290025,14.459914145810647,11.296807926414568
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,0,0,0,0,540018000000,1512000000,111,XKBLAS,1,1600.0,0.05279445454545455,0.0,0.0,10236.387010246655,42.235563636363636,131085.9748873225,12.795483762808319,9.996471689694
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,0,0,0,0,540018000000,1512000000,111,cuBLASXt,0,-1.0,0.109508659,0.0,0.0,5021.451191479095,87.6069272,32089.58987405683,6.276813989348868,4.903760929178803
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,0,0,0,0,540018000000,1512000000,111,qeta-mineta-auto-reptile-fastev,3,1500.0,0.017237759,0.0,0.0,31327.978596256522,13.790207200000001,1226816.8432420448,39.15997324532066,30.59372909790676
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,-1,540018000000,1512000000,35,taco-paralia-1.5-fixed-streams,2,1500.0,0.021318663454545455,0.0,0.0,25344.384888330187,17.054930763636364,803284.1385217151,31.680481110412735,24.75037586750995
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,8,540018000000,1512000000,35,XKBLAS,1,1600.0,0.085726454,0.0,0.0,6302.835775986732,68.5811632,49685.92876097458,7.878544719983415,6.155113062487043
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,9,540018000000,1512000000,35,cuBLASXt,0,-1.0,0.12817475,0.0,0.0,4222.048355477198,102.53979999999999,22327.14675893807,5.277560444346497,4.123094097145701
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,9,540018000000,1512000000,35,qeta-mineta-auto-reptile-fastev,3,1500.0,0.021029961,0.0,0.0,25680.32715450196,16.8239688,824407.9567991514,32.10040894312745,25.07844448681832
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,7,7,540018000000,1512000000,835,XKBLAS,1,1600.0,0.08804975872727273,0.0,0.0,6137.032564527382,70.43980698181818,47108.81586041108,7.671290705659229,5.993195863796272
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,7,7,540018000000,1512000000,835,cuBLASXt,0,-1.0,0.12829089,0.0,0.0,4224.831921973577,102.632712,22390.59009292069,5.28103990246697,4.125812423802321
2,101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,7,7,540018000000,1512000000,835,qeta-mineta-auto-reptile-fastev,3,1500.0,0.019912196,0.0,0.0,27120.13999617793,15.929756800000002,919383.5466891311,33.90017499522241,26.48451171501751
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,-1,1099645845504,1610612736,0,taco-paralia-1.5-fixed-streams,2,2048.0,0.06921168036363637,0.0,0.0,15890.746739701282,55.36934429090909,315696.2271486909,19.863433424626606,15.518307362989534
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,8,1099645845504,1610612736,0,XKBLAS,1,1600.0,0.12182480727272726,0.0,0.0,9043.23900137329,97.45984581818182,102408.91535044553,11.304048751716612,8.831288087278603
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,9,1099645845504,1610612736,0,cuBLASXt,0,-1.0,0.16114700363636364,0.0,0.0,6824.655661886233,128.9176029090909,58226.65157262588,8.530819577357791,6.664702794810775
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,9,1099645845504,1610612736,0,qeta-mineta-auto-reptile-fastev,3,3165.090909090909,0.05531526236363637,0.0,0.0,19905.345195692662,44.25220989090909,495914.20733595086,24.88168149461583,19.438813667668615
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,XKBLAS,1,1600.0,0.10773615645454546,0.0,0.0,10227.65412451996,86.18892516363637,131033.61496337745,12.784567655649953,9.987943480976524
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,cuBLASXt,0,-1.0,0.305201295,0.0,0.0,3606.2041961849354,244.16103600000002,16269.966528277491,4.50775524523117,3.521683785336851
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,qeta-mineta-auto-reptile-fastev,3,2048.0,0.0389032,0.0,0.0,28278.150476825504,31.12256,999986.1935150059,35.34768809603189,27.615381325024906
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,taco-paralia-1.5-fixed-streams,2,2048.0,0.06147955790909091,0.0,0.0,17892.15278605651,49.183646327272726,400289.4490256298,22.36519098257064,17.47280545513331
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,XKBLAS,1,1600.0,0.07501914454545455,0.0,0.0,14678.911475093402,60.01531563636364,269737.1515596532,18.348639343866754,14.3348744873959
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,cuBLASXt,0,-1.0,0.114081735,0.0,0.0,9657.502957400364,91.265388,116805.49949896424,12.071878696750456,9.431155231836293
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,qeta-mineta-auto-reptile-fastev,3,2048.0,0.033207047499999996,0.0,0.0,33114.84854119442,26.565638,1370742.1193277328,41.393560676493024,32.338719278510176
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,taco-paralia-1.5-fixed-streams,2,2048.0,0.0331117525,0.0,0.0,33210.64536146402,26.489402000000002,1378704.5869441456,41.51330670183003,32.43227086080471
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,-1,-1,1099645845504,1610612736,35,taco-paralia-1.5-fixed-streams,2,2048.0,0.04044770109090909,0.0,0.0,27192.266424892776,32.358160872727275,924440.213565851,33.990333031115966,26.55494768055935
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,-1,8,1099645845504,1610612736,35,XKBLAS,1,1600.0,0.1142794490909091,0.0,0.0,9638.22826207376,91.42355927272727,116312.20965616092,12.047785327592202,9.412332287181407
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,-1,9,1099645845504,1610612736,35,cuBLASXt,0,-1.0,0.15780425,0.0,0.0,7004.713393529807,126.2434,61599.25182969633,8.755891741912258,6.840540423368952
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,7,7,1099645845504,1610612736,835,XKBLAS,1,1600.0,0.12374464636363637,0.0,0.0,8905.88854313457,98.9957170909091,99348.78953929036,11.132360678918213,8.697156780404853
2,101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,7,7,1099645845504,1610612736,835,cuBLASXt,0,-1.0,0.14817692,0.0,0.0,7504.4824293060665,118.541536,70993.15620740797,9.380603036632582,7.3285961223692055
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,-1,200200000000,960000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.04562164045454546,0.0,0.0,4388.55226408872,36.49731236363637,24075.773207332586,5.4856903301108995,4.285695570399141
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,8,200200000000,960000000,0,XKBLAS,1,1600.0,0.08821403336363637,0.0,0.0,2273.321837042412,70.57122669090909,6470.682969523049,2.841652296303015,2.2200408564867304
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,9,200200000000,960000000,0,cuBLASXt,0,-1.0,0.3859660181818182,0.0,0.0,518.7108558489215,308.77281454545454,336.33417921860143,0.6483885698111519,0.5065535701649624
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,9,200200000000,960000000,0,qeta-mineta-auto-reptile-fastev,3,1000.0,0.041050288454545454,0.0,0.0,4876.962144984499,32.84023076363636,29731.053617811074,6.096202681230624,4.762658344711425
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,XKBLAS,1,1600.0,0.04495342481818182,0.0,0.0,4458.243289400418,35.962739854545454,24873.438899501514,5.572804111750522,4.3537532123050955
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,cuBLASXt,0,-1.0,0.36500303500000003,0.0,0.0,548.9421563935832,292.002428,376.97655279279627,0.6861776954919792,0.5360763246031086
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,qeta-mineta-auto-reptile-fastev,3,1000.0,0.009581625600000001,0.0,0.0,20894.303096331983,7.665300479999999,545718.6684631356,26.117878870414977,20.404592867511703
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.012898926363636362,0.0,0.0,15958.975143200392,10.319141090909092,321393.30267379526,19.94871892900049,15.584936663281633
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,0,0,0,0,200200000000,960000000,111,XKBLAS,1,1600.0,0.03379943218181818,0.0,0.0,6027.620925586754,27.039545745454543,46147.108467513506,7.534526156983444,5.886348560143315
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,0,0,0,0,200200000000,960000000,111,cuBLASXt,0,-1.0,0.14265176,0.0,0.0,1405.799015957731,114.121408,2474.4359425854027,1.7572487699471637,1.3728506015212216
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,0,0,0,0,200200000000,960000000,111,qeta-mineta-auto-reptile-fastev,3,1000.0,0.00848790415,0.0,0.0,23587.054067502795,6.790323320000001,695452.5682940355,29.483817584378492,23.0342324877957
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,-1,200200000000,960000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.039692477272727275,0.0,0.0,5044.794090346659,31.75398181818182,31818.810532159914,6.3059926129333235,4.926556728854159
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,8,200200000000,960000000,35,XKBLAS,1,1600.0,0.08811301745454546,0.0,0.0,2274.0817093430633,70.49041396363637,6470.0262737035955,2.8426021366788294,2.220782919280335
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,9,200200000000,960000000,35,cuBLASXt,0,-1.0,0.21538881,0.0,0.0,929.7564047796202,172.311048,1080.878153873637,1.1621955059745253,0.9079652390425978
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,9,200200000000,960000000,35,qeta-mineta-auto-reptile-fastev,3,1000.0,0.036082816000000004,0.0,0.0,5548.349077060788,28.8662528,38480.23316295734,6.935436346325986,5.4183096455671755
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,7,7,200200000000,960000000,835,XKBLAS,1,1600.0,0.11476712545454545,0.0,0.0,1746.029912261853,91.81370036363637,3814.356845032543,2.182537390327316,1.7051073361932159
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,7,7,200200000000,960000000,835,cuBLASXt,0,-1.0,0.15916173,0.0,0.0,1258.6695208620456,127.329384,1981.5913935804115,1.573336901077557,1.2291694539668414
2,101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,7,7,200200000000,960000000,835,qeta-mineta-auto-reptile-fastev,3,1000.0,0.0079058171,0.0,0.0,25334.34158051018,6.32465368,802638.2185639244,31.667926975637727,24.740567949716972
