dev_num,dev_id_token,cachesize_limit,TransA,TransB,alpha,beta,M,N,K,Asloc,Bsloc,Csloc,CsOutloc,flops,bytes,loc_str,imp,plot_order,T,timer,pred_t,pred_J,perf,energy,EDP,PDP,Performance (Tflops)
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,-1,8,10002000000,88000000,35,XKBLAS,1,1600.0,0.02441109081818182,0.0,0.0,412.7778315749994,39.05774530909091,107.25159806781325,0.25798614473437465,0.4031033511474604
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,-1,9,10002000000,88000000,35,cuBLASXt,0,-1.0,0.0729478955,0.0,0.0,138.7823132251512,116.7166328,12.149722428684374,0.08673894576571949,0.13552960275893672
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,-1,9,10002000000,88000000,35,qeta-mineta-auto-reptile-fastev,3,500.0,0.0021530151,0.0,0.0,4645.873421402934,3.4448241600000005,13490.9392943296,2.9036708883768334,4.536985763088802
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,7,7,10002000000,88000000,835,XKBLAS,1,1600.0,0.024798595000000003,0.0,0.0,405.5904654075651,39.677752,103.34726442488957,0.25349404087972816,0.3960844388745753
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,7,7,10002000000,88000000,835,cuBLASXt,0,-1.0,0.069244289,0.0,0.0,144.77871638381666,110.7908624,13.130960607675826,0.09048669773988541,0.14138546521857095
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,5000,4,2,7,7,10002000000,88000000,835,qeta-mineta-auto-reptile-fastev,3,500.0,0.0020580768,0.0,0.0,4860.0396136630625,3.29292288,14762.983023495573,3.037524758539414,4.7461324352178345
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,-1,20002000000,168000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.013777045545454546,0.0,0.0,1452.3071358617372,22.043272872727275,1318.675692467912,0.9076919599135858,1.4182686873649777
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,8,20002000000,168000000,0,XKBLAS,1,1600.0,0.04254785463636364,0.0,0.0,471.222232605701,68.07656741818182,139.13750034610464,0.29451389537856315,0.46017796152900486
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,9,20002000000,168000000,0,cuBLASXt,0,-1.0,0.05079741481818182,0.0,0.0,393.78533134748744,81.27586370909091,96.92297401590734,0.24611583209217963,0.3845559876440307
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,-1,9,20002000000,168000000,0,qeta-mineta-auto-reptile-fastev,3,500.0,0.005593362718181818,0.0,0.0,3576.1829274619013,8.949380349090909,7993.530865459018,2.235114329663688,3.492366140099513
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,XKBLAS,1,1600.0,0.04191400790909091,0.0,0.0,478.07574367490565,67.06241265454545,143.1264695528667,0.29879733979681605,0.46687084343252505
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,cuBLASXt,0,-1.0,0.12253419000000002,0.0,0.0,165.3259581836035,196.054704,17.272184249395522,0.10332872386475218,0.16145113103867528
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,qeta-mineta-auto-reptile-fastev,3,500.0,0.0055255055499999995,0.0,0.0,3620.117844981778,8.84080888,8191.184822603414,2.2625736531136114,3.5352713329900176
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,-1,-1,0,0,20002000000,168000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.012914521454545453,0.0,0.0,1549.603978400533,20.663234327272725,1501.577765690876,0.9685024865003332,1.5132851351567704
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,0,0,0,0,20002000000,168000000,111,XKBLAS,1,1600.0,0.024763313454545452,0.0,0.0,812.3661005494109,39.62130152727273,414.6412693505366,0.5077288128433819,0.7933262700677841
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,0,0,0,0,20002000000,168000000,111,cuBLASXt,0,-1.0,0.085412337,0.0,0.0,234.79113884397947,136.6597392,34.545466532349124,0.14674446177748718,0.2292882215273237
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,0,0,0,0,20002000000,168000000,111,qeta-mineta-auto-reptile-fastev,3,500.0,0.0037628176,0.0,0.0,5315.797885080325,6.02050816,17661.40229961661,3.322373678175203,5.191208872148755
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,-1,20002000000,168000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.004763809072727272,0.0,0.0,4229.666703552278,7.622094516363637,11239.378800645092,2.643541689720174,4.130533890187771
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,8,20002000000,168000000,35,XKBLAS,1,1600.0,0.025118231727272726,0.0,0.0,797.0953920829559,40.18917076363636,397.4357017579477,0.4981846200518474,0.7784134688310116
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,9,20002000000,168000000,35,cuBLASXt,0,-1.0,0.0782001505,0.0,0.0,256.67233496401406,125.12024079999999,41.32219124756676,0.16042020935250878,0.250656577113295
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,-1,9,20002000000,168000000,35,qeta-mineta-auto-reptile-fastev,3,500.0,0.0039088369,0.0,0.0,5117.409355831633,6.25413904,16368.33086747124,3.19838084739477,4.997470074054329
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,7,7,20002000000,168000000,835,XKBLAS,1,1600.0,0.026434833272727273,0.0,0.0,760.871340116823,42.29573323636364,363.1104514601113,0.47554458757301443,0.743038418082835
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,7,7,20002000000,168000000,835,cuBLASXt,0,-1.0,0.080441618,0.0,0.0,249.2142237420168,128.70658880000002,38.90207253158018,0.1557588898387605,0.24337326537306328
4,1010101,-1, N,N,1.2345,1.1154,1000,1000,10000,4,2,7,7,20002000000,168000000,835,qeta-mineta-auto-reptile-fastev,3,500.0,0.0037716866,0.0,0.0,5303.316646668075,6.03469856,17578.622610325827,3.3145729041675467,5.179020162761792
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,-1,270018000000,792000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.022898722090909093,0.0,0.0,11799.519612635771,36.63795534545454,87074.05625599831,7.374699757897358,11.52296837171462
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,8,270018000000,792000000,0,XKBLAS,1,1600.0,0.04590531945454546,0.0,0.0,5887.817337074221,73.44851112727272,21685.167076990787,3.6798858356713886,5.749821618236544
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,9,270018000000,792000000,0,cuBLASXt,0,-1.0,0.09301103718181818,0.0,0.0,2903.5976864451486,148.81765949090908,5270.306719195355,1.8147485540282178,2.8355446156690904
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,-1,9,270018000000,792000000,0,qeta-mineta-auto-reptile-fastev,3,1500.0,0.013711794999999999,0.0,0.0,19693.41861607921,21.938872,242406.80287054583,12.308386635049505,19.231854117264852
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,XKBLAS,1,1600.0,0.04339819627272727,0.0,0.0,6226.634040329272,69.43711403636364,24248.749214590563,3.8916462752057948,6.080697305009054
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,cuBLASXt,0,-1.0,0.37238717,0.0,0.0,726.3138792057442,595.819472,330.2801733094076,0.45394617450359015,0.7092908976618596
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0123895765,0.0,0.0,21794.05971971158,19.823322400000002,296864.43716990703,13.621287324819736,21.28326144503084
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,-1,-1,0,0,270018000000,792000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.021735637545454545,0.0,0.0,12429.812384115796,34.777020072727275,96616.31798156358,7.768632740072373,12.138488656363082
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,0,0,0,0,270018000000,792000000,111,XKBLAS,1,1600.0,0.030712177818181818,0.0,0.0,8805.774744057617,49.139484509090906,48535.53802944688,5.50360921503601,8.599389398493766
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,0,0,0,0,270018000000,792000000,111,cuBLASXt,0,-1.0,0.1966635,0.0,0.0,1373.725978713002,314.6616,1180.0656266607018,0.8585787366956262,1.341529276086916
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,0,0,0,0,270018000000,792000000,111,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0064915895000000005,0.0,0.0,41596.16748163353,10.3865432,1081429.7692522546,25.997604676020956,40.62125730628274
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,-1,270018000000,792000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.010341494627272728,0.0,0.0,26156.815832924927,16.546391403636363,428342.4295919625,16.34800989557808,25.54376546184075
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,8,270018000000,792000000,35,XKBLAS,1,1600.0,0.031685107727272725,0.0,0.0,8524.831325392937,50.696172363636364,45435.929483255335,5.3280195783705855,8.32503059120404
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,9,270018000000,792000000,35,cuBLASXt,0,-1.0,0.20014271,0.0,0.0,1350.556888425082,320.228336,1141.2225564545517,0.8440980552656763,1.3189032113526191
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,-1,9,270018000000,792000000,35,qeta-mineta-auto-reptile-fastev,3,1500.0,0.00698192125,0.0,0.0,38674.640114658476,11.171074,934848.1466979599,24.17165007166155,37.76820323697117
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,7,7,270018000000,792000000,835,XKBLAS,1,1600.0,0.033841668454545455,0.0,0.0,7986.046216054841,54.14666952727273,39893.98158588934,4.991278885034276,7.798873257866056
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,7,7,270018000000,792000000,835,cuBLASXt,0,-1.0,0.23370373,0.0,0.0,1185.1243151957483,373.925968,897.6079378063347,0.7407026969973426,1.157347964058348
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,15000,4,2,7,7,270018000000,792000000,835,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0053443907999999995,0.0,0.0,50524.35170151819,8.551025280000001,1595466.6440495723,31.577719813448873,49.34018720851386
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,-1,540018000000,1512000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.045311117181818183,0.0,0.0,11928.960160042656,72.49778749090909,89019.33164849608,7.455600100026661,11.649375156291656
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,8,540018000000,1512000000,0,XKBLAS,1,1600.0,0.07831583472727273,0.0,0.0,6899.56406370349,125.30533556363638,29770.879929156454,4.312227539814682,6.73785553096044
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,9,540018000000,1512000000,0,cuBLASXt,0,-1.0,0.14700991454545453,0.0,0.0,3673.6537689856236,235.21586327272726,8435.523343721816,2.296033605616015,3.587552508775023
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,-1,9,540018000000,1512000000,0,qeta-mineta-auto-reptile-fastev,3,1500.0,0.024550745636363638,0.0,0.0,21996.82276303709,39.28119301818182,302423.98586433934,13.748014226898178,21.481272229528408
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,XKBLAS,1,1600.0,0.07301575881818183,0.0,0.0,7419.663613381206,116.82521410909091,34515.60455268865,4.637289758363254,7.245765247442584
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,cuBLASXt,0,-1.0,0.5341853449999999,0.0,0.0,1014.3205271549256,854.696552,645.2733651791625,0.6339503294718285,0.990547389799732
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0234652265,0.0,0.0,23013.69583194163,37.5443624,331021.0640698053,14.38355989496352,22.474312335880498
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,-1,-1,0,0,540018000000,1512000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.04369128809090909,0.0,0.0,12366.107764563767,69.90606094545454,95623.55243544061,7.728817352852355,12.076277113831804
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,0,0,0,0,540018000000,1512000000,111,XKBLAS,1,1600.0,0.04655502045454545,0.0,0.0,11727.356934522295,74.48803272727272,86982.85620377204,7.3295980840764345,11.452497006369429
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,0,0,0,0,540018000000,1512000000,111,cuBLASXt,0,-1.0,0.21423923,0.0,0.0,2524.2264780103133,342.782768,3988.188875440039,1.577641548756446,2.4650649199319465
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,0,0,0,0,540018000000,1512000000,111,qeta-mineta-auto-reptile-fastev,3,1500.0,0.011376524,0.0,0.0,47469.40804799777,18.2024384,1408389.458832945,29.668380029998605,46.35684379687282
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,-1,540018000000,1512000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.01930160781818182,0.0,0.0,28109.14176657392,30.88257250909091,495763.3574213928,17.5682136041087,27.450333756419845
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,8,540018000000,1512000000,35,XKBLAS,1,1600.0,0.04470441127272727,0.0,0.0,12217.464146823122,71.52705803636363,94314.90637584774,7.635915091764452,11.931117330881955
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,9,540018000000,1512000000,35,cuBLASXt,0,-1.0,0.21865727000000001,0.0,0.0,2474.6079666845235,349.851632,3835.2448123516792,1.546629979177827,2.416609342465355
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,-1,9,540018000000,1512000000,35,qeta-mineta-auto-reptile-fastev,3,1500.0,0.0115596885,0.0,0.0,46716.88154888978,18.4955016,1364078.9865860448,29.198050968056112,45.62195463758768
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,7,7,540018000000,1512000000,835,XKBLAS,1,1600.0,0.04331922054545454,0.0,0.0,12553.735038178173,69.31075287272726,99086.38367248286,7.846084398861358,12.259506873220872
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,7,7,540018000000,1512000000,835,cuBLASXt,0,-1.0,0.21540018,0.0,0.0,2510.1520993637523,344.640288,3942.862825681366,1.568845062102345,2.4513204095349144
4,1010101,-1, N,N,1.2345,1.1154,3000,3000,30000,4,2,7,7,540018000000,1512000000,835,qeta-mineta-auto-reptile-fastev,3,1500.0,0.010916138,0.0,0.0,49726.79467992598,17.4658208,1553263.8707154035,31.079246674953737,48.561322929615216
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,-1,1099645845504,1610612736,0,taco-paralia-1.5-fixed-streams,2,1024.0,0.06136412009090909,0.0,0.0,17927.47833474734,98.18259214545455,200955.2808623324,11.204673959217088,17.507303061276698
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,8,1099645845504,1610612736,0,XKBLAS,1,1600.0,0.07440242736363635,0.0,0.0,14803.693261345992,119.04388378181818,137195.3239915099,9.252308288341245,14.456731700533195
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,9,1099645845504,1610612736,0,cuBLASXt,0,-1.0,0.11920615090909091,0.0,0.0,9258.864821886582,190.72984145454546,53724.21346969564,5.7867905136791125,9.041860177623615
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,-1,9,1099645845504,1610612736,0,qeta-mineta-auto-reptile-fastev,3,2048.0,0.0306507826,0.0,0.0,35886.07073811865,49.041252160000006,805094.4368128505,22.428794211324156,35.044990955193995
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,XKBLAS,1,1600.0,0.06428252599999999,0.0,0.0,17198.541183212626,102.8520416,185893.1725003282,10.749088239507891,16.79545037423108
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,cuBLASXt,0,-1.0,0.38705046,0.0,0.0,2842.778620818538,619.2807359999999,5053.882859456999,1.7767366380115863,2.7761509968931035
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,qeta-mineta-auto-reptile-fastev,3,2048.0,0.022556161499999998,0.0,0.0,48756.07001706653,36.0898584,1485861.7404721552,30.472543760666575,47.61334962604153
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,-1,-1,0,0,1099645845504,1610612736,100,taco-paralia-1.5-fixed-streams,2,1024.0,0.05364771527272728,0.0,0.0,20510.899332114826,85.83634443636363,263106.21220344136,12.819312082571766,20.030175129018385
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,XKBLAS,1,1600.0,0.051954609727272734,0.0,0.0,21231.533592550255,83.12737556363636,282673.2902798622,13.269708495343908,20.73391952397486
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,cuBLASXt,0,-1.0,0.21656285,0.0,0.0,5085.498809031954,346.50056,16188.838809845227,3.178436755644971,4.9663074306952675
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,qeta-mineta-auto-reptile-fastev,3,1024.0,0.0178569325,0.0,0.0,61594.38578712457,28.571092,2371686.958100663,38.49649111695286,60.15076737023884
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,0,0,0,0,1099645845504,1610612736,111,taco-paralia-1.5-fixed-streams,2,1024.0,0.0231284745,0.0,0.0,47770.60919441423,37.0055592,1431937.1178694353,29.85663074650889,46.65098554142015
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,-1,-1,1099645845504,1610612736,35,taco-paralia-1.5-fixed-streams,2,1024.0,0.02709563427272727,0.0,0.0,40630.29633778205,43.35301483636364,1032816.411518861,25.393935211113785,39.67802376736528
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,-1,8,1099645845504,1610612736,35,XKBLAS,1,1600.0,0.07000274163636364,0.0,0.0,15740.842379186355,112.00438661818183,155205.17580942131,9.83802648699147,15.371916385924175
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,-1,9,1099645845504,1610612736,35,cuBLASXt,0,-1.0,0.24743645499999997,0.0,0.0,4529.282995314598,395.898328,13031.767735633473,2.830801872071624,4.423127925111912
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,-1,9,1099645845504,1610612736,35,qeta-mineta-auto-reptile-fastev,3,2048.0,0.021522928,0.0,0.0,51092.75344498678,34.4366848,1631572.6866935845,31.93297090311674,49.895267036119904
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,7,7,1099645845504,1610612736,835,XKBLAS,1,1600.0,0.088627625,0.0,0.0,12425.6746323351,141.8042,96634.28922003601,7.766046645209437,12.134447883139746
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,7,7,1099645845504,1610612736,835,cuBLASXt,0,-1.0,0.21993749,0.0,0.0,5012.435336581759,351.899984,15744.583530069332,3.1327720853635994,4.894956383380624
4,1010101,-1, N,N,1.2345,1.1154,8192,8192,8192,4,2,7,7,1099645845504,1610612736,835,qeta-mineta-auto-reptile-fastev,3,1024.0,0.017758394,0.0,0.0,61922.91607164037,28.4134304,2396542.130618523,38.70182254477523,60.4715977262113
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,-1,200200000000,960000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.025574211454545456,0.0,0.0,7829.956970718493,40.91873832727273,38326.194887882964,4.893723106699057,7.646442354217278
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,8,200200000000,960000000,0,XKBLAS,1,1600.0,0.06821181745454545,0.0,0.0,2940.8287154937993,109.13890792727273,5415.675180634181,1.8380179471836249,2.8719030424744134
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,9,200200000000,960000000,0,cuBLASXt,0,-1.0,0.22398789000000002,0.0,0.0,894.2582322556586,358.380624,500.0471218716158,0.5589113951597866,0.8732990549371666
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,-1,9,200200000000,960000000,0,qeta-mineta-auto-reptile-fastev,3,1000.0,0.024488377363636363,0.0,0.0,8175.8369881784965,39.181403781818176,41780.405801780005,5.10989811761156,7.984215808768063
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,XKBLAS,1,1600.0,0.029895359636363635,0.0,0.0,6705.496112166741,47.83257541818182,28140.70294123864,4.190935070104213,6.548336047037833
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,cuBLASXt,0,-1.0,0.52315514,0.0,0.0,382.98017643628543,837.0482239999999,91.74106324270397,0.23936261027267838,0.37400407855106
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,qeta-mineta-auto-reptile-fastev,3,1000.0,0.00582618715,0.0,0.0,34363.09397531504,9.32189944,738035.3022365198,21.4769337345719,33.55770896026859
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,-1,-1,0,0,200200000000,960000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.008847488063636362,0.0,0.0,22923.599615983258,14.155980901818182,330194.5680452803,14.327249759989536,22.38632774998365
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,0,0,0,0,200200000000,960000000,111,XKBLAS,1,1600.0,0.02753707472727273,0.0,0.0,7285.119291875756,44.059319563636365,33237.82143913423,4.553199557422348,7.114374308472418
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,0,0,0,0,200200000000,960000000,111,cuBLASXt,0,-1.0,0.21626434,0.0,0.0,926.7356785718123,346.022944,537.3622094348682,0.5792097991073827,0.9050153111052854
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,0,0,0,0,200200000000,960000000,111,qeta-mineta-auto-reptile-fastev,3,1000.0,0.00545958285,0.0,0.0,36673.80683766198,8.73533256,840704.5354783612,22.921129273538735,35.814264489904275
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,-1,200200000000,960000000,35,taco-paralia-1.5-fixed-streams,2,1000.0,0.021487528272727274,0.0,0.0,9320.672638681093,34.380045236363635,54317.84997500484,5.825420399175683,9.102219373712005
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,8,200200000000,960000000,35,XKBLAS,1,1600.0,0.07251076518181818,0.0,0.0,2767.4022424350214,116.0172242909091,4798.060290316164,1.7296264015218885,2.7025412523779506
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,9,200200000000,960000000,35,cuBLASXt,0,-1.0,0.23656272500000003,0.0,0.0,849.0731366888474,378.50036,452.10117543388105,0.5306707104305297,0.8291729850477025
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,-1,9,200200000000,960000000,35,qeta-mineta-auto-reptile-fastev,3,1000.0,0.019972789499999997,0.0,0.0,10023.934399095247,31.9564632,62801.40141457344,6.26495899943453,9.788998436616453
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,7,7,200200000000,960000000,835,XKBLAS,1,1600.0,0.11330438181818182,0.0,0.0,1769.145396633019,181.2870109090909,1958.5457507339147,1.1057158728956369,1.7276810513994325
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,7,7,200200000000,960000000,835,cuBLASXt,0,-1.0,0.20068307000000002,0.0,0.0,999.8886243316574,321.092912,626.3103961915735,0.6249303902072858,0.9764537346988842
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,1000,4,2,7,7,200200000000,960000000,835,qeta-mineta-auto-reptile-fastev,3,1000.0,0.0056172372,0.0,0.0,35642.16700682817,8.98757952,794019.2733299222,22.276354379267605,34.80680371760563
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,-1,-1,400200000000,1120000000,0,taco-paralia-1.5-fixed-streams,2,1000.0,0.029951754454545457,0.0,0.0,13364.901446231706,47.922807127272726,111665.86099942299,8.353063403894817,13.05166156858565
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,-1,8,400200000000,1120000000,0,XKBLAS,1,1600.0,0.07320648754545454,0.0,0.0,5471.741836633093,117.13038007272726,18730.302797314067,3.4198386478956833,5.343497887337005
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,-1,9,400200000000,1120000000,0,cuBLASXt,0,-1.0,0.18031279727272728,0.0,0.0,2221.714068276505,288.5004756363636,3087.5746123042104,1.3885712926728153,2.1696426448012742
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,-1,9,400200000000,1120000000,0,qeta-mineta-auto-reptile-fastev,3,1000.0,0.027440535,0.0,0.0,14585.3336061252,43.904856,132967.18184802606,9.115833503828249,14.24348984973164
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,0,0,400200000000,1120000000,100,XKBLAS,1,1600.0,0.03548764772727273,0.0,0.0,11284.528578546628,56.78023636363636,79633.71839153297,7.052830361591644,11.020047439986941
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,0,0,400200000000,1120000000,100,cuBLASXt,0,-1.0,0.563130235,0.0,0.0,714.7319288039391,901.008376,321.08277788724934,0.44670745550246194,0.6979803992225968
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,0,0,400200000000,1120000000,100,qeta-mineta-auto-reptile-fastev,3,1000.0,0.0093559265,0.0,0.0,42775.88587078217,14.9694824,1143633.2517703555,26.734928669238855,41.773326045685714
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,-1,-1,0,0,400200000000,1120000000,100,taco-paralia-1.5-fixed-streams,2,1000.0,0.016133182272727274,0.0,0.0,24868.78615844912,25.813091636363634,387201.7092376454,15.542991349030698,24.285923982860467
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,0,0,0,0,400200000000,1120000000,111,XKBLAS,1,1600.0,0.03126934209090909,0.0,0.0,12824.229339090809,50.03094734545454,102965.74030706077,8.015143336931756,12.523661463955868
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,0,0,0,0,400200000000,1120000000,111,cuBLASXt,0,-1.0,0.24206966,0.0,0.0,1674.7776225846278,387.311456,1771.643837470562,1.0467360141153925,1.6355250220553006
4,1010101,-1, N,N,1.2345,1.1154,10000,10000,2000,0,0,0,0,400200000000,1120000000,111,qeta-mineta-auto-reptile-fastev,3,1000.0,0.008723544900000001,0.0,0.0,45878.346380892326,13.95767184,1315586.274138994,28.673966488057705,44.80307263759016
